claim_id,policy_id,claim_amount_requested,claim_amount_settled,settlement_time_days,claim_status,is_fraudulent
CLM-13028,POL-13351,474.37,355.46,24,Approved,0
CLM-13029,POL-13351,2683.08,2401.58,30,Approved,0
CLM-13030,POL-13352,3568.75,2371.22,35,Approved,0
CLM-13031,POL-13352,10978.36,0.0,47,Rejected,1
CLM-13032,POL-13354,367.29,296.09,59,Approved,0
CLM-13033,POL-13355,1209.39,0.0,29,Rejected,0
CLM-13034,POL-13356,3952.95,2625.45,21,Approved,0
CLM-13035,POL-13358,1878.05,0.0,21,Pending,0
CLM-13036,POL-13359,2791.62,0.0,21,Rejected,0
CLM-13037,POL-13360,446.82,0.0,19,Rejected,0
CLM-13038,POL-13360,3759.5,2452.94,5,Approved,0
CLM-13039,POL-13364,1735.87,1388.06,18,Approved,0
CLM-13040,POL-13365,342.15,324.09,38,Approved,0
CLM-13041,POL-13367,3153.67,2862.13,15,Approved,0
CLM-13042,POL-13368,1703.74,1520.02,41,Approved,0
CLM-13043,POL-13369,4834.03,4519.64,11,Approved,0
CLM-13044,POL-13370,4686.22,3315.84,37,Approved,0
CLM-13045,POL-13371,2155.85,1455.18,23,Approved,0
CLM-13046,POL-13372,3372.99,0.0,2,Pending,0
CLM-13047,POL-13373,4615.05,4310.86,39,Approved,0
CLM-13048,POL-13373,2937.68,0.0,35,Pending,0
CLM-13049,POL-13375,4857.84,3021.71,15,Approved,0
CLM-13050,POL-13376,1234.92,1228.05,43,Approved,0
CLM-13051,POL-13376,710.86,0.0,11,Rejected,0
CLM-13052,POL-13377,8052.83,0.0,57,Rejected,1
CLM-13053,POL-13378,435.48,288.01,27,Approved,0
CLM-13054,POL-13378,1650.11,1141.42,22,Approved,0
CLM-13055,POL-13379,2836.0,2536.9,1,Approved,0
CLM-13056,POL-13380,3968.36,0.0,10,Pending,0
CLM-13057,POL-13380,4371.82,2972.16,1,Approved,0
CLM-13058,POL-13381,2367.52,2042.26,10,Approved,0
CLM-13059,POL-13383,4059.76,2543.18,36,Approved,0
CLM-13060,POL-13385,1006.51,1004.45,7,Approved,0
CLM-13061,POL-13385,2266.56,1755.96,35,Approved,0
CLM-13062,POL-13386,2392.57,0.0,22,Rejected,0
CLM-13063,POL-13387,4542.21,0.0,23,Rejected,0
CLM-13064,POL-13389,835.06,601.58,41,Approved,0
CLM-13065,POL-13390,4054.89,2648.42,33,Approved,0
CLM-13066,POL-13390,688.59,612.33,1,Approved,0
CLM-13067,POL-13392,579.4,541.84,21,Approved,0
CLM-13068,POL-13393,1093.43,0.0,17,Pending,0
CLM-13069,POL-13396,3503.9,0.0,45,Rejected,1
CLM-13070,POL-13397,4600.61,3368.53,15,Approved,0
CLM-13071,POL-13399,943.98,0.0,17,Pending,0
CLM-13072,POL-13401,2677.71,0.0,24,Pending,0
CLM-13073,POL-13402,3488.08,0.0,19,Pending,0
CLM-13074,POL-13405,696.47,456.37,37,Approved,0
CLM-13075,POL-13405,1892.32,1325.99,21,Approved,0
CLM-13076,POL-13406,1315.9,909.7,15,Approved,0
CLM-13077,POL-13407,2999.61,2941.7,10,Approved,0
CLM-13078,POL-13408,2992.87,0.0,17,Pending,0
CLM-13079,POL-13410,4196.07,0.0,2,Rejected,0
CLM-13080,POL-13415,4367.92,0.0,15,Pending,0
CLM-13081,POL-13416,1410.87,1276.24,12,Approved,0
CLM-13082,POL-13417,3912.53,3385.71,12,Approved,0
CLM-13083,POL-13420,2711.72,2290.76,35,Approved,0
CLM-13084,POL-13420,3981.22,3702.68,10,Approved,0
CLM-13085,POL-13423,2504.62,0.0,23,Pending,0
CLM-13086,POL-13424,4112.76,3885.5,51,Approved,0
CLM-13087,POL-13424,2737.13,1785.29,1,Approved,0
CLM-13088,POL-13428,3756.97,3395.91,39,Approved,0
CLM-13089,POL-13428,654.76,0.0,20,Rejected,0
CLM-13090,POL-13429,6485.65,0.0,62,Pending,1
CLM-13091,POL-13430,4495.73,0.0,73,Rejected,1
CLM-13092,POL-13430,4916.03,4262.7,35,Approved,0
CLM-13093,POL-13430,2697.6,2413.36,14,Approved,0
CLM-13094,POL-13431,2494.68,0.0,16,Rejected,0
CLM-13095,POL-13433,4829.77,4490.63,17,Approved,0
CLM-13096,POL-13435,3376.84,0.0,13,Rejected,0
CLM-13097,POL-13436,330.88,213.09,25,Approved,0
CLM-13098,POL-13436,3325.37,3314.6,10,Approved,0
CLM-13099,POL-13437,4696.94,0.0,15,Rejected,0
CLM-13100,POL-13437,601.1,0.0,9,Pending,0
CLM-13101,POL-13438,1919.89,0.0,34,Pending,0
CLM-13102,POL-13439,3430.61,3197.24,15,Approved,0
CLM-13103,POL-13439,6700.17,0.0,66,Rejected,1
CLM-13104,POL-13439,1025.76,972.77,13,Approved,0
CLM-13105,POL-13440,2903.22,0.0,9,Pending,0
CLM-13106,POL-13440,2862.4,2388.6,27,Approved,0
CLM-13107,POL-13440,1020.45,989.94,12,Approved,0
CLM-13108,POL-13441,1739.4,0.0,22,Rejected,0
CLM-13109,POL-13442,4498.45,0.0,27,Pending,0
CLM-13110,POL-13442,2902.48,0.0,23,Pending,0
CLM-13111,POL-13444,324.31,264.87,22,Approved,0
CLM-13112,POL-13444,3594.78,3421.63,30,Approved,0
CLM-13113,POL-13445,4782.69,3217.5,23,Approved,0
CLM-13114,POL-13445,3800.57,0.0,6,Pending,0
CLM-13115,POL-13447,10963.19,0.0,79,Rejected,1
CLM-13116,POL-13448,4720.14,3952.44,25,Approved,0
CLM-13117,POL-13449,4438.97,2906.73,22,Approved,0
CLM-13118,POL-13451,943.76,943.14,24,Approved,0
CLM-13119,POL-13452,2089.04,1786.53,44,Approved,0
CLM-13120,POL-13452,4942.49,3607.77,49,Approved,0
CLM-13121,POL-13453,3896.7,3350.08,5,Approved,0
CLM-13122,POL-13454,1592.09,0.0,28,Pending,0
CLM-13123,POL-13455,407.28,363.35,26,Approved,0
CLM-13124,POL-13455,2882.64,2544.07,40,Approved,0
CLM-13125,POL-13456,4552.6,3272.89,30,Approved,0
CLM-13126,POL-13456,4651.27,0.0,37,Pending,0
CLM-13127,POL-13457,1504.07,0.0,27,Pending,0
CLM-13128,POL-13457,245.73,0.0,26,Rejected,0
CLM-13129,POL-13457,5776.73,0.0,45,Rejected,1
CLM-13130,POL-13458,1131.16,947.83,35,Approved,0
CLM-13131,POL-13459,4694.33,4201.51,1,Approved,0
CLM-13132,POL-13459,2757.09,1817.03,16,Approved,0
CLM-13133,POL-13460,1288.99,897.53,4,Approved,0
CLM-13134,POL-13461,2710.9,1960.68,54,Approved,0
CLM-13135,POL-13462,4637.44,0.0,13,Pending,0
CLM-13136,POL-13462,2468.43,0.0,45,Pending,0
CLM-13137,POL-13463,3164.41,3071.33,24,Approved,0
CLM-13138,POL-13464,2983.74,0.0,29,Rejected,0
CLM-13139,POL-13464,2036.85,0.0,26,Pending,0
CLM-13140,POL-13464,1396.97,1089.85,32,Approved,0
CLM-13141,POL-13466,3853.97,3485.57,60,Approved,0
CLM-13142,POL-13467,2652.73,1945.04,29,Approved,0
CLM-13143,POL-13471,2580.17,1985.42,30,Approved,0
CLM-13144,POL-13473,4460.47,4037.44,16,Approved,0
CLM-13145,POL-13474,2353.35,2143.88,36,Approved,0
CLM-13146,POL-13474,1596.57,1074.47,1,Approved,0
CLM-13147,POL-13478,2653.97,2639.91,31,Approved,0
CLM-13148,POL-13479,10949.6,0.0,85,Rejected,1
CLM-13149,POL-13480,608.73,453.96,16,Approved,0
CLM-13150,POL-13480,4218.93,2785.13,9,Approved,0
CLM-13151,POL-13480,1621.48,1206.79,1,Approved,0
CLM-13152,POL-13482,1237.43,883.55,1,Approved,0
CLM-13153,POL-13482,4001.34,0.0,17,Rejected,0
CLM-13154,POL-13483,2873.54,1771.24,14,Approved,0
CLM-13155,POL-13484,693.3,0.0,2,Pending,0
CLM-13156,POL-13487,1632.83,0.0,62,Rejected,0
CLM-13157,POL-13487,2082.42,0.0,46,Rejected,0
CLM-13158,POL-13489,3411.57,0.0,1,Pending,0
CLM-13159,POL-13490,4934.38,0.0,1,Pending,0
CLM-13160,POL-13491,1374.81,884.25,30,Approved,0
CLM-13161,POL-13492,1178.59,0.0,19,Rejected,0
CLM-13162,POL-13492,14338.3,0.0,50,Rejected,1
CLM-13163,POL-13494,1260.69,0.0,23,Rejected,0
CLM-13164,POL-13495,1995.23,1279.74,17,Approved,0
CLM-13165,POL-13495,1889.94,1441.34,45,Approved,0
CLM-13166,POL-13496,4098.03,4081.55,17,Approved,0
CLM-13167,POL-13496,3341.27,0.0,1,Rejected,0
CLM-13168,POL-13497,2105.23,1803.04,32,Approved,0
CLM-13169,POL-13499,684.36,425.68,19,Approved,0
CLM-13170,POL-13502,3028.42,0.0,27,Pending,0
CLM-13171,POL-13502,2086.15,2033.24,47,Approved,0
CLM-13172,POL-13503,1719.38,1538.24,39,Approved,0
CLM-13173,POL-13505,738.67,686.62,1,Approved,0
CLM-13174,POL-13506,3822.0,2321.17,8,Approved,0
CLM-13175,POL-13507,2065.68,0.0,3,Pending,0
CLM-13176,POL-13508,525.36,0.0,22,Pending,0
CLM-13177,POL-13511,1766.36,1185.38,14,Approved,0
CLM-13178,POL-13512,411.18,0.0,26,Rejected,0
CLM-13179,POL-13512,4289.33,2613.09,1,Approved,0
CLM-13180,POL-13513,1150.0,799.78,4,Approved,0
CLM-13181,POL-13514,11608.48,0.0,63,Pending,1
CLM-13182,POL-13516,1665.03,1515.39,37,Approved,0
CLM-13183,POL-13518,4112.52,2552.92,17,Approved,0
CLM-13184,POL-13519,4984.67,3467.56,33,Approved,0
CLM-13185,POL-13519,3879.07,2521.84,16,Approved,0
CLM-13186,POL-13522,1614.06,1282.71,37,Approved,0
CLM-13187,POL-13524,2666.59,2386.8,49,Approved,0
CLM-13188,POL-13525,1791.72,1668.14,21,Approved,0
CLM-13189,POL-13528,661.05,471.3,42,Approved,0
CLM-13190,POL-13530,6626.11,0.0,68,Rejected,1
CLM-13191,POL-13530,2896.05,1748.03,1,Approved,0
CLM-13192,POL-13532,3555.01,0.0,37,Rejected,0
CLM-13193,POL-13533,3462.99,2710.26,30,Approved,0
CLM-13194,POL-13533,2317.22,2111.86,21,Approved,0
CLM-13195,POL-13534,1864.94,1533.22,18,Approved,0
CLM-13196,POL-13535,4337.47,3392.19,11,Approved,0
CLM-13197,POL-13536,1521.6,1490.03,27,Approved,0
CLM-13198,POL-13537,428.63,0.0,11,Rejected,0
CLM-13199,POL-13537,757.76,0.0,21,Pending,0
CLM-13200,POL-13538,3825.75,2387.58,10,Approved,0
CLM-13201,POL-13541,2877.04,2730.16,5,Approved,0
CLM-13202,POL-13545,3802.06,0.0,26,Rejected,0
CLM-13203,POL-13546,4978.73,0.0,1,Pending,0
CLM-13204,POL-13547,660.37,640.96,10,Approved,0
CLM-13205,POL-13547,1293.97,1094.0,32,Approved,0
CLM-13206,POL-13549,1764.86,1084.46,31,Approved,0
CLM-13207,POL-13551,2566.15,1856.4,45,Approved,0
CLM-13208,POL-13554,3388.51,2276.1,8,Approved,0
CLM-13209,POL-13556,1047.34,782.09,31,Approved,0
CLM-13210,POL-13558,2802.21,2517.8,21,Approved,0
CLM-13211,POL-13560,4076.14,3438.67,14,Approved,0
CLM-13212,POL-13560,1133.32,0.0,23,Pending,0
CLM-13213,POL-13560,734.91,0.0,10,Rejected,0
CLM-13214,POL-13561,1831.48,1246.13,18,Approved,0
CLM-13215,POL-13564,1200.55,0.0,25,Rejected,0
CLM-13216,POL-13564,1031.39,795.83,43,Approved,0
CLM-13217,POL-13566,1871.12,1388.92,27,Approved,0
CLM-13218,POL-13567,4106.28,3927.31,22,Approved,0
CLM-13219,POL-13568,1459.67,1151.58,1,Approved,0
CLM-13220,POL-13569,4449.64,0.0,22,Pending,0
CLM-13221,POL-13570,3082.87,2002.77,31,Approved,0
CLM-13222,POL-13571,1828.02,1469.01,42,Approved,0
CLM-13223,POL-13572,4914.88,0.0,25,Pending,0
CLM-13224,POL-13574,1037.57,648.85,24,Approved,0
CLM-13225,POL-13575,4992.37,3689.1,1,Approved,0
CLM-13226,POL-13575,4755.15,0.0,27,Pending,0
CLM-13227,POL-13576,4188.99,3761.7,1,Approved,0
CLM-13228,POL-13580,3424.14,2286.5,34,Approved,0
CLM-13229,POL-13581,2054.31,1581.52,34,Approved,0
CLM-13230,POL-13582,2387.35,1750.89,16,Approved,0
CLM-13231,POL-13583,1383.03,1034.66,1,Approved,0
CLM-13232,POL-13585,4443.7,3485.04,31,Approved,0
CLM-13233,POL-13588,688.77,0.0,32,Pending,0
CLM-13234,POL-13589,851.3,666.28,19,Approved,0
CLM-13235,POL-13590,2339.12,1476.05,16,Approved,0
CLM-13236,POL-13590,3350.1,0.0,21,Rejected,0
CLM-13237,POL-13590,12430.14,0.0,60,Rejected,1
CLM-13238,POL-13593,4462.23,0.0,36,Pending,0
CLM-13239,POL-13595,4398.58,3153.66,17,Approved,0
CLM-13240,POL-13599,345.82,232.17,16,Approved,0
CLM-13241,POL-13600,3533.29,0.0,29,Pending,0
CLM-13242,POL-13603,3692.33,3196.36,35,Approved,0
CLM-13243,POL-13604,382.88,251.93,24,Approved,0
CLM-13244,POL-13605,2858.82,2271.2,35,Approved,0
CLM-13245,POL-13605,245.67,0.0,40,Pending,0
CLM-13246,POL-13607,1349.89,1224.62,15,Approved,0
CLM-13247,POL-13608,4843.16,0.0,33,Pending,0
CLM-13248,POL-13608,1606.05,1360.39,24,Approved,0
CLM-13249,POL-13609,1709.63,1609.93,20,Approved,0
CLM-13250,POL-13610,641.1,517.11,2,Approved,0
CLM-13251,POL-13612,4537.76,3005.03,13,Approved,0
CLM-13252,POL-13613,1667.59,0.0,17,Pending,0
CLM-13253,POL-13615,764.08,0.0,30,Pending,0
CLM-13254,POL-13615,1702.83,1643.55,16,Approved,0
CLM-13255,POL-13617,2095.76,1863.21,32,Approved,0
CLM-13256,POL-13618,3528.07,0.0,31,Rejected,0
CLM-13257,POL-13619,1236.85,0.0,38,Rejected,0
CLM-13258,POL-13619,1910.69,1287.13,26,Approved,0
CLM-13259,POL-13623,3205.08,2961.15,12,Approved,0
CLM-13260,POL-13624,4893.63,3085.29,1,Approved,0
CLM-13261,POL-13625,2255.87,1630.24,29,Approved,0
CLM-13262,POL-13628,994.12,0.0,8,Rejected,0
CLM-13263,POL-13629,3578.07,3325.12,19,Approved,0
CLM-13264,POL-13629,2117.64,1907.09,13,Approved,0
CLM-13265,POL-13630,2402.8,1747.54,16,Approved,0
CLM-13266,POL-13631,2359.44,0.0,26,Rejected,0
CLM-13267,POL-13632,3450.46,2332.38,3,Approved,0
CLM-13268,POL-13634,4614.12,3255.83,18,Approved,0
CLM-13269,POL-13634,1812.85,1502.6,3,Approved,0
CLM-13270,POL-13635,2215.33,0.0,26,Pending,0
CLM-13271,POL-13636,2795.57,0.0,38,Rejected,0
CLM-13272,POL-13637,3778.06,3025.22,9,Approved,0
CLM-13273,POL-13637,4714.87,0.0,19,Pending,0
CLM-13274,POL-13637,14262.66,0.0,47,Rejected,1
CLM-13275,POL-13638,1609.05,0.0,25,Rejected,0
CLM-13276,POL-13640,736.16,481.72,30,Approved,0
CLM-13277,POL-13641,3890.23,2625.39,41,Approved,0
CLM-13278,POL-13642,4562.86,3222.96,4,Approved,0
CLM-13279,POL-13642,3157.12,1975.14,26,Approved,0
CLM-13280,POL-13644,3409.93,0.0,1,Rejected,0
CLM-13281,POL-13648,4121.29,0.0,85,Rejected,1
CLM-13282,POL-13650,3962.63,3515.02,37,Approved,0
CLM-13283,POL-13652,3790.85,0.0,29,Rejected,0
CLM-13284,POL-13654,4070.03,0.0,10,Rejected,0
CLM-13285,POL-13655,1453.19,1089.52,37,Approved,0
CLM-13286,POL-13655,630.74,475.89,9,Approved,0
CLM-13287,POL-13656,4975.06,3929.71,49,Approved,0
CLM-13288,POL-13657,475.55,417.16,33,Approved,0
CLM-13289,POL-13659,4720.45,0.0,54,Rejected,0
CLM-13290,POL-13660,814.67,653.46,13,Approved,0
CLM-13291,POL-13660,2560.48,2507.02,1,Approved,0
CLM-13292,POL-13661,527.14,454.79,16,Approved,0
CLM-13293,POL-13662,859.08,0.0,44,Rejected,0
CLM-13294,POL-13664,4514.92,0.0,27,Rejected,0
CLM-13295,POL-13668,2510.18,0.0,34,Rejected,0
CLM-13296,POL-13670,4284.92,0.0,4,Pending,0
CLM-13297,POL-13670,324.77,198.72,21,Approved,0
CLM-13298,POL-13671,550.76,394.66,18,Approved,0
CLM-13299,POL-13672,1804.29,1165.86,23,Approved,0
CLM-13300,POL-13674,2144.77,1796.42,19,Approved,0
CLM-13301,POL-13679,2982.86,0.0,34,Rejected,0
CLM-13302,POL-13680,1471.3,0.0,31,Rejected,0
CLM-13303,POL-13681,1081.11,891.59,1,Approved,0
CLM-13304,POL-13682,663.47,460.86,24,Approved,0
CLM-13305,POL-13684,6172.93,0.0,84,Rejected,1
CLM-13306,POL-13684,3975.29,2628.62,26,Approved,0
CLM-13307,POL-13685,1686.86,0.0,15,Rejected,0
CLM-13308,POL-13688,943.51,652.33,1,Approved,0
CLM-13309,POL-13688,916.81,0.0,22,Rejected,0
CLM-13310,POL-13689,709.59,0.0,10,Pending,0
CLM-13311,POL-13689,3899.03,3343.81,1,Approved,0
CLM-13312,POL-13689,2601.31,0.0,27,Rejected,0
CLM-13313,POL-13691,14388.24,0.0,81,Rejected,1
CLM-13314,POL-13692,1017.15,0.0,27,Rejected,0
CLM-13315,POL-13694,1220.48,0.0,44,Rejected,0
CLM-13316,POL-13695,2352.39,1546.66,22,Approved,0
CLM-13317,POL-13695,531.12,0.0,8,Pending,0
CLM-13318,POL-13697,4187.26,3671.68,10,Approved,0
CLM-13319,POL-13698,3844.08,0.0,26,Rejected,0
CLM-13320,POL-13700,1213.55,0.0,39,Rejected,0
CLM-13321,POL-13702,4561.83,2979.35,21,Approved,0
CLM-13322,POL-13703,11913.65,0.0,69,Rejected,1
CLM-13323,POL-13704,2384.59,1552.46,16,Approved,0
CLM-13324,POL-13704,1039.3,824.51,35,Approved,0
CLM-13325,POL-13707,4211.77,0.0,36,Pending,0
CLM-13326,POL-13707,950.66,660.62,30,Approved,0
CLM-13327,POL-13708,2290.56,1661.74,21,Approved,0
CLM-13328,POL-13708,4525.39,0.0,46,Pending,0
CLM-13329,POL-13710,3951.53,3121.82,1,Approved,0
CLM-13330,POL-13711,3510.22,3082.23,26,Approved,0
CLM-13331,POL-13711,4570.29,0.0,1,Pending,0
CLM-13332,POL-13711,3650.9,3095.48,1,Approved,0
CLM-13333,POL-13714,3305.78,0.0,12,Pending,0
CLM-13334,POL-13715,4391.98,3590.88,12,Approved,0
CLM-13335,POL-13716,4520.28,3076.71,21,Approved,0
CLM-13336,POL-13717,2225.92,2187.02,36,Approved,0
CLM-13337,POL-13717,1599.18,1455.44,9,Approved,0
CLM-13338,POL-13719,1299.73,1188.66,33,Approved,0
CLM-13339,POL-13719,3820.32,3269.36,1,Approved,0
CLM-13340,POL-13721,3907.62,3677.54,10,Approved,0
CLM-13341,POL-13722,3111.43,2278.55,34,Approved,0
CLM-13342,POL-13722,3318.54,2649.43,70,Approved,0
CLM-13343,POL-13722,3100.12,2830.9,21,Approved,0
CLM-13344,POL-13724,878.38,0.0,28,Rejected,0
CLM-13345,POL-13725,4539.46,2938.9,5,Approved,0
CLM-13346,POL-13725,4982.37,4156.98,14,Approved,0
CLM-13347,POL-13727,13731.4,0.0,53,Rejected,1
CLM-13348,POL-13728,2252.68,2190.31,25,Approved,0
CLM-13349,POL-13730,3373.98,2403.21,15,Approved,0
CLM-13350,POL-13732,4673.87,3900.91,26,Approved,0
CLM-13351,POL-13733,2390.04,0.0,28,Pending,0
CLM-13352,POL-13734,4946.83,3948.85,30,Approved,0
CLM-13353,POL-13735,4626.1,3424.2,34,Approved,0
CLM-13354,POL-13736,7904.05,0.0,54,Rejected,1
CLM-13355,POL-13739,492.97,313.5,11,Approved,0
CLM-13356,POL-13740,1184.25,0.0,30,Pending,0
CLM-13357,POL-13742,291.31,0.0,17,Rejected,0
CLM-13358,POL-13744,831.68,570.87,36,Approved,0
CLM-13359,POL-13746,515.1,476.95,51,Approved,0
CLM-13360,POL-13746,2734.83,0.0,32,Pending,0
CLM-13361,POL-13747,1520.11,993.91,43,Approved,0
CLM-13362,POL-13748,1181.77,719.65,24,Approved,0
CLM-13363,POL-13749,1387.84,1170.65,48,Approved,0
CLM-13364,POL-13751,1027.19,857.25,22,Approved,0
CLM-13365,POL-13751,1775.67,0.0,9,Rejected,0
CLM-13366,POL-13751,742.46,582.42,36,Approved,0
CLM-13367,POL-13753,3547.79,2220.43,30,Approved,0
CLM-13368,POL-13754,2058.76,1258.43,40,Approved,0
CLM-13369,POL-13754,2856.55,0.0,1,Pending,0
CLM-13370,POL-13755,4889.05,3952.91,36,Approved,0
CLM-13371,POL-13755,2511.68,1677.62,9,Approved,0
CLM-13372,POL-13758,2860.88,1827.47,1,Approved,0
CLM-13373,POL-13759,4389.33,4385.45,19,Approved,0
CLM-13374,POL-13763,4464.63,0.0,10,Pending,0
CLM-13375,POL-13764,2512.0,1813.06,44,Approved,0
CLM-13376,POL-13765,3792.11,2703.35,28,Approved,0
CLM-13377,POL-13766,14583.31,0.0,80,Rejected,1
CLM-13378,POL-13767,13115.98,0.0,45,Rejected,1
CLM-13379,POL-13768,1708.38,1196.25,28,Approved,0
CLM-13380,POL-13771,2791.18,2222.86,16,Approved,0
CLM-13381,POL-13773,1373.97,1331.08,20,Approved,0
CLM-13382,POL-13773,3723.96,0.0,3,Pending,0
CLM-13383,POL-13774,4754.63,3221.04,7,Approved,0
CLM-13384,POL-13774,2133.58,0.0,45,Pending,0
CLM-13385,POL-13775,477.72,301.9,10,Approved,0
CLM-13386,POL-13775,1274.67,998.59,29,Approved,0
CLM-13387,POL-13775,1115.66,0.0,35,Pending,0
CLM-13388,POL-13776,3640.13,0.0,29,Rejected,0
CLM-13389,POL-13776,740.22,585.81,23,Approved,0
CLM-13390,POL-13777,1387.4,1168.25,1,Approved,0
CLM-13391,POL-13778,2259.56,1484.26,30,Approved,0
CLM-13392,POL-13779,3092.77,2380.58,34,Approved,0
CLM-13393,POL-13781,970.18,0.0,27,Rejected,0
CLM-13394,POL-13782,1223.8,826.28,1,Approved,0
CLM-13395,POL-13784,4414.73,2754.04,51,Approved,0
CLM-13396,POL-13785,1368.93,1229.24,14,Approved,0
CLM-13397,POL-13786,4520.84,3667.05,32,Approved,0
CLM-13398,POL-13787,1360.23,0.0,4,Rejected,0
CLM-13399,POL-13788,1346.36,0.0,33,Rejected,0
CLM-13400,POL-13789,2226.57,0.0,68,Rejected,1
CLM-13401,POL-13790,3006.92,2277.95,12,Approved,0
CLM-13402,POL-13791,3559.36,2791.28,37,Approved,0
CLM-13403,POL-13794,3332.52,3032.31,32,Approved,0
CLM-13404,POL-13795,494.8,447.79,24,Approved,0
CLM-13405,POL-13798,4637.5,3928.22,1,Approved,0
CLM-13406,POL-13799,1397.58,946.14,1,Approved,0
CLM-13407,POL-13800,2257.21,0.0,30,Pending,0
CLM-13408,POL-13801,2760.29,0.0,7,Rejected,0
CLM-13409,POL-13802,735.68,490.24,4,Approved,0
CLM-13410,POL-13803,3080.36,2467.07,33,Approved,0
CLM-13411,POL-13803,9435.26,0.0,82,Rejected,1
CLM-13412,POL-13804,3767.53,3153.17,37,Approved,0
CLM-13413,POL-13804,4564.45,3950.64,44,Approved,0
CLM-13414,POL-13805,576.74,0.0,44,Pending,0
CLM-13415,POL-13807,4405.84,3488.89,1,Approved,0
CLM-13416,POL-13807,3773.45,3164.0,42,Approved,0
CLM-13417,POL-13809,3349.02,0.0,33,Pending,0
CLM-13418,POL-13810,4904.04,3318.12,3,Approved,0
CLM-13419,POL-13811,4799.68,4507.26,1,Approved,0
CLM-13420,POL-13812,2688.8,2436.63,41,Approved,0
CLM-13421,POL-13812,3532.62,0.0,40,Pending,0
CLM-13422,POL-13813,2612.56,2138.74,32,Approved,0
CLM-13423,POL-13813,8950.66,0.0,64,Rejected,1
CLM-13424,POL-13814,3449.63,2437.79,3,Approved,0
CLM-13425,POL-13815,294.56,0.0,27,Rejected,0
CLM-13426,POL-13817,4700.35,0.0,19,Rejected,0
CLM-13427,POL-13817,2688.07,2579.96,7,Approved,0
CLM-13428,POL-13819,3526.22,2909.98,3,Approved,0
CLM-13429,POL-13819,2593.52,1652.17,11,Approved,0
CLM-13430,POL-13820,4150.95,2958.63,25,Approved,0
CLM-13431,POL-13820,641.42,447.79,22,Approved,0
CLM-13432,POL-13820,1126.24,895.35,29,Approved,0
CLM-13433,POL-13821,4362.94,0.0,17,Rejected,0
CLM-13434,POL-13822,4620.9,3755.11,18,Approved,0
CLM-13435,POL-13823,3337.67,2128.13,2,Approved,0
CLM-13436,POL-13824,4671.95,3533.3,20,Approved,0
CLM-13437,POL-13825,4701.78,0.0,1,Rejected,0
CLM-13438,POL-13825,1512.35,1384.13,40,Approved,0
CLM-13439,POL-13826,3917.81,2558.21,25,Approved,0
CLM-13440,POL-13827,2690.97,0.0,40,Rejected,0
CLM-13441,POL-13827,4839.1,2910.91,8,Approved,0
CLM-13442,POL-13827,9103.39,0.0,49,Rejected,1
CLM-13443,POL-13829,3649.07,3573.2,3,Approved,0
CLM-13444,POL-13830,2658.93,2464.4,11,Approved,0
CLM-13445,POL-13831,503.16,0.0,10,Rejected,0
CLM-13446,POL-13832,3868.81,3356.04,3,Approved,0
CLM-13447,POL-13832,589.08,462.45,26,Approved,0
CLM-13448,POL-13833,1878.57,1657.91,26,Approved,0
CLM-13449,POL-13834,2782.6,0.0,17,Pending,0
CLM-13450,POL-13835,834.52,665.0,16,Approved,0
CLM-13451,POL-13836,1851.29,1131.08,24,Approved,0
CLM-13452,POL-13837,731.28,659.61,12,Approved,0
CLM-13453,POL-13838,3077.95,1952.4,27,Approved,0
CLM-13454,POL-13839,1759.65,1508.92,10,Approved,0
CLM-13455,POL-13841,3885.44,0.0,6,Pending,0
CLM-13456,POL-13842,4428.41,2950.1,43,Approved,0
CLM-13457,POL-13842,2068.08,1281.23,38,Approved,0
CLM-13458,POL-13843,2114.56,0.0,12,Rejected,0
CLM-13459,POL-13845,2720.02,2353.2,12,Approved,0
CLM-13460,POL-13846,1132.84,1122.6,40,Approved,0
CLM-13461,POL-13847,4738.16,2902.31,21,Approved,0
CLM-13462,POL-13848,690.72,627.66,17,Approved,0
CLM-13463,POL-13848,766.98,0.0,30,Rejected,0
CLM-13464,POL-13851,2046.91,1853.42,3,Approved,0
CLM-13465,POL-13851,3233.48,0.0,21,Pending,0
CLM-13466,POL-13852,852.52,826.9,32,Approved,0
CLM-13467,POL-13853,1850.24,1586.88,35,Approved,0
CLM-13468,POL-13855,3172.44,2713.88,12,Approved,0
CLM-13469,POL-13856,4721.45,3998.36,30,Approved,0
CLM-13470,POL-13856,3647.87,2574.93,64,Approved,0
CLM-13471,POL-13856,2270.8,0.0,7,Rejected,0
CLM-13472,POL-13861,640.42,615.34,44,Approved,0
CLM-13473,POL-13862,3676.03,2800.33,4,Approved,0
CLM-13474,POL-13863,1786.41,1474.58,41,Approved,0
CLM-13475,POL-13863,3234.82,2061.1,20,Approved,0
CLM-13476,POL-13863,4711.51,4411.25,7,Approved,0
CLM-13477,POL-13864,2958.9,0.0,90,Rejected,1
CLM-13478,POL-13864,948.9,0.0,11,Pending,0
CLM-13479,POL-13866,978.96,0.0,17,Pending,0
CLM-13480,POL-13867,795.24,0.0,22,Pending,0
CLM-13481,POL-13867,887.43,792.34,28,Approved,0
CLM-13482,POL-13869,4581.55,0.0,42,Pending,0
CLM-13483,POL-13872,2174.01,1618.55,48,Approved,0
CLM-13484,POL-13872,3480.05,2967.3,40,Approved,0
